"Key"
"oemInfo.0.oemSiteId"
"commonInfo.lastUpdatedBy.installationStatus.role"
"commonInfo.lastUpdatedBy.oemInfo.userName"
"assetRegistrationInfo.accountNumber"
"serialNum"
"fwVersion"
"commonInfo.lastUpdatedBy.customerFinanceType.role"
"commonInfo.lastUpdatedBy.customerFinanceType.lastUpdatedDate"
"commonInfo.lastUpdatedBy.customerFinanceType.userName"
"customerFinanceType"
"commonInfo.lastUpdatedBy.lastName.role"
"commonInfo.lastUpdatedBy.lastName.lastUpdatedDate"
"commonInfo.lastUpdatedBy.contact.userName"
"contact.mobilePhone"
"commonInfo.lastUpdatedBy.contact.lastUpdatedDate"
"lastName"
"firstName"
"commonInfo.lastUpdatedBy.lastName.userName"
"commonInfo.lastUpdatedBy.firstName.userName"
"commonInfo.lastUpdatedBy.firstName.lastUpdatedDate"
"contact.email"
"commonInfo.lastUpdatedBy.contact.role"
"commonInfo.lastUpdatedBy.firstName.role"
"contact.company"
"accountName"
"monthlySolarAccess.6"
"monthlySolarAccess.2"
"performanceGuaranteeDetails.reportingIntervalYears.5"
"performanceGuaranteeDetails.reportingIntervalYears.19"
"commonInfo.lastUpdatedBy.connectedModule.lastUpdatedDate"
"commonInfo.lastUpdatedBy.orientation.userName"
"performanceDetails.yearOneMonthlyProduction.monthlyProductionKwh.6"
"commonInfo.lastUpdatedBy.performanceDetails.lastUpdatedDate"
"commonInfo.lastUpdatedBy.warrantyDetails.role"
"connectedModule.serialNum"
"orientation.tilt"
"commonInfo.lastUpdatedBy.utilityName.lastUpdatedDate"
"commonInfo.lastUpdatedBy.orientation.lastUpdatedDate"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.15"
"commonInfo.lastUpdatedBy.monthlySolarAccess.role"
"contractType"
"contractDurationYears"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.1"
"commonInfo.lastUpdatedBy.fwVersion.lastUpdatedDate"
"commonInfo.lastUpdatedBy.connectedModule.userName"
"monthlySolarAccess.3"
"performanceGuaranteeDetails.reportingIntervalYears.4"
"monthlySolarAccess.11"
"powerPlanAgreement"
"commonInfo.lastUpdatedBy.fund.userName"
"monthlySolarAccess.8"
"commonInfo.lastUpdatedBy.count.role"
"monthlySolarAccess.10"
"performanceDetails.yearOneMonthlyProduction.monthlyProductionKwh.9"
"commonInfo.lastUpdatedBy.orientation.role"
"connectedModule.productInfo.prodName"
"monthlySolarAccess.1"
"performanceDetails.yearOneMonthlyProduction.monthlyProductionKwh.3"
"commonInfo.lastUpdatedBy.storageContractDetails.lastUpdatedDate"
"systemSizeKw"
"effectiveDate"
"commonInfo.lastUpdatedBy.connectedModule.role"
"storageContractDetails.batteryOwner"
"performanceGuaranteeDetails.reportingIntervalYears.15"
"monthlySolarAccess.9"
"commonInfo.lastUpdatedBy.count.userName"
"performanceGuaranteeDetails.reportingIntervalYears.12"
"commonInfo.lastUpdatedBy.contractDurationYears.userName"
"orientation.azimuth"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.3"
"commonInfo.lastUpdatedBy.utilityAccountNumber.userName"
"commonInfo.lastUpdatedBy.fwVersion.userName"
"commonInfo.lastUpdatedBy.type.role"
"performanceGuaranteeDetails.reportingIntervalYears.14"
"commonInfo.lastUpdatedBy.accessNotes.lastUpdatedDate"
"performanceDetails.yearOneMonthlyProduction.monthlyProductionKwh.5"
"monthlySolarAccess.5"
"commonInfo.lastUpdatedBy.contractType.role"
"performanceDetails.yearOneMonthlyProduction.monthlyProductionKwh.11"
"commonInfo.lastUpdatedBy.contractType.userName"
"partnerReferenceId"
"commonInfo.lastUpdatedBy.contractDurationYears.role"
"companyType"
"commonInfo.lastUpdatedBy.powerPlanAgreement.lastUpdatedDate"
"performanceGuaranteeDetails.productionGuaranteeLevel"
"commonInfo.lastUpdatedBy.powerPlanAgreement.role"
"legalOwner"
"warrantyDetails.roofPenetrationWarrantyTermYears"
"commonInfo.lastUpdatedBy.storageContractDetails.role"
"commonInfo.lastUpdatedBy.warrantyDetails.lastUpdatedDate"
"commonInfo.lastUpdatedBy.monthlySolarAccess.lastUpdatedDate"
"performanceDetails.yearOneMonthlyProduction.monthlyProductionKwh.4"
"isVppRegistered"
"commonInfo.lastUpdatedBy.type.userName"
"storageContractDetails.homeownerTermLengthYears"
"performanceGuaranteeDetails.reportingIntervalYears.20"
"commonInfo.lastUpdatedBy.accountName.lastUpdatedDate"
"warrantyDetails.installationWorkmanshipGuaranteeYears"
"commonInfo.lastUpdatedBy.effectiveDate.lastUpdatedDate"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.19"
"commonInfo.lastUpdatedBy.systemSizeKw.role"
"commonInfo.lastUpdatedBy.performanceDetails.role"
"connectedModule.productInfo.prodMfr"
"count"
"commonInfo.lastUpdatedBy.legalOwner.role"
"performanceDetails.yearOneMonthlyProduction.monthlyProductionKwh.8"
"performanceGuaranteeDetails.reportingIntervalYears.6"
"commonInfo.lastUpdatedBy.fund.lastUpdatedDate"
"performanceDetails.yearOneMonthlyProduction.monthlyProductionKwh.0"
"commonInfo.lastUpdatedBy.effectiveDate.userName"
"commonInfo.lastUpdatedBy.partnerReferenceId.lastUpdatedDate"
"monthlySolarAccess.0"
"performanceDetails.yearOneMonthlyProduction.monthlyProductionKwh.7"
"commonInfo.lastUpdatedBy.legalOwner.lastUpdatedDate"
"commonInfo.lastUpdatedBy.fwVersion.role"
"performanceDetails.annualDegradationRate"
"commonInfo.lastUpdatedBy.fund.role"
"performanceGuaranteeDetails.reportingIntervalYears.13"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.14"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.6"
"commonInfo.lastUpdatedBy.performanceDetails.userName"
"performanceGuaranteeDetails.productionGuaranteeTermYears"
"performanceDetails.yearOneMonthlyProduction.monthlyProductionKwh.2"
"performanceGuaranteeDetails.reportingIntervalYears.10"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.17"
"commonInfo.lastUpdatedBy.partnerReferenceId.role"
"performanceDetails.yearOneExpectedOutputKwh"
"commonInfo.lastUpdatedBy.companyName.role"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.18"
"commonInfo.lastUpdatedBy.systemSizeKw.userName"
"type.0"
"performanceGuaranteeDetails.reportingIntervalYears.3"
"performanceGuaranteeDetails.reportingIntervalYears.2"
"commonInfo.lastUpdatedBy.isVppRegistered.userName"
"commonInfo.lastUpdatedBy.count.lastUpdatedDate"
"fund"
"commonInfo.lastUpdatedBy.contractDurationYears.lastUpdatedDate"
"monthlySolarAccess.4"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.2"
"commonInfo.lastUpdatedBy.contractType.lastUpdatedDate"
"commonInfo.lastUpdatedBy.warrantyDetails.userName"
"monthlySolarAccess.7"
"commonInfo.lastUpdatedBy.monthlySolarAccess.userName"
"performanceGuaranteeDetails.reportingIntervalYears.22"
"storageContractDetails.minimumReserveLevel"
"performanceGuaranteeDetails.reportingIntervalYears.23"
"productInfo.prodSubType"
"commonInfo.lastUpdatedBy.type.lastUpdatedDate"
"performanceGuaranteeDetails.reportingIntervalYears.0"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.16"
"commonInfo.lastUpdatedBy.effectiveDate.role"
"commonInfo.lastUpdatedBy.systemSizeKw.lastUpdatedDate"
"performanceGuaranteeDetails.reportingIntervalYears.1"
"commonInfo.lastUpdatedBy.powerPlanAgreement.userName"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.4"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.7"
"commonInfo.lastUpdatedBy.performanceGuaranteeDetails.role"
"commonInfo.lastUpdatedBy.isVppRegistered.lastUpdatedDate"
"commonInfo.lastUpdatedBy.performanceGuaranteeDetails.userName"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.22"
"performanceGuaranteeDetails.reportingIntervalYears.7"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.9"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.5"
"performanceGuaranteeDetails.reportingIntervalYears.17"
"performanceGuaranteeDetails.reportingIntervalYears.9"
"performanceGuaranteeDetails.reportingIntervalYears.11"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.0"
"commonInfo.lastUpdatedBy.performanceGuaranteeDetails.lastUpdatedDate"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.12"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.10"
"performanceGuaranteeDetails.reportingIntervalYears.16"
"commonInfo.lastUpdatedBy.isVppRegistered.role"
"commonInfo.lastUpdatedBy.storageContractDetails.userName"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.20"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.23"
"warrantyDetails.newRoofGuaranteeTermYears"
"commonInfo.lastUpdatedBy.legalOwner.userName"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.13"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.11"
"performanceDetails.yearOneMonthlyProduction.monthlyProductionKwh.1"
"performanceDetails.yearOneMonthlyProduction.monthlyProductionKwh.10"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.21"
"performanceGuaranteeDetails.reportingIntervalYears.18"
"contact.accountId"
"contact.accountName"
"commonInfo.lastUpdatedBy.companyType.lastUpdatedDate"
"commonInfo.lastUpdatedBy.accountId.userName"
"commonInfo.lastUpdatedBy.accountName.role"
"accountId"
"commonInfo.lastUpdatedBy.accountId.role"
"commonInfo.lastUpdatedBy.accountId.lastUpdatedDate"
"commonInfo.lastUpdatedBy.companyType.role"
"commonInfo.lastUpdatedBy.companyType.userName"
"commonInfo.lastUpdatedBy.accountName.userName"
"installationCompleteDate"
"commonInfo.lastUpdatedBy.loadZone.role"
"loadZone"
"commonInfo.lastUpdatedBy.utilityName.userName"
"commonInfo.lastUpdatedBy.installationCompleteDate.role"
"commonInfo.lastUpdatedBy.installationCompleteDate.lastUpdatedDate"
"commonInfo.lastUpdatedBy.installationCompleteDate.userName"
"commonInfo.lastUpdatedBy.loadZone.userName"
"commonInfo.lastUpdatedBy.loadZone.lastUpdatedDate"
"utilityAccountNumber"
"commonInfo.lastUpdatedBy.utilityAccountNumber.role"
"commonInfo.lastUpdatedBy.utilityAccountNumber.lastUpdatedDate"
"commonInfo.lastUpdatedBy.utilityName.role"
"utilityName"
"nameplateInfo.maxPower"
"performanceGuaranteeDetails.reportingIntervalYears.24"
"performanceGuaranteeDetails.reportingIntervalYears.8"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.24"
"performanceGuaranteeDetails.reportingIntervalYears.21"
"performanceGuaranteeDetails.guaranteedSystemOutputKWhSchedule.8"
"assetRegistrationInfo.assetDocuments.2"
"assetRegistrationInfo.displayName"
"oemInfo.1.oemName"
"oemInfo.2.oemSiteId"
"oemInfo.2.oemName"
"oemInfo.1.oemSiteId"
"oemInfo.3.oemName"
"commonInfo.lastUpdatedBy.email.lastUpdatedDate"
"commonInfo.lastUpdatedBy.email.role"
"commonInfo.lastUpdatedBy.email.userName"
"nameplateInfo.totalBatteryWHRtg"
"commonInfo.lastUpdatedBy.simulationJobId.lastUpdatedDate"
"simulationJobId"
"assetRegistrationInfo.assetAttributes.key1"
"commonInfo.lastUpdatedBy.simulationJobId.role"
"commonInfo.lastUpdatedBy.simulationJobId.userName"
"commonInfo.lastUpdatedBy.id.userName"
"commonInfo.lastUpdatedBy.partnerType.userName"
"commonInfo.lastUpdatedBy.partnerType.role"
"partnerType"
"commonInfo.lastUpdatedBy.id.role"
"commonInfo.lastUpdatedBy.partnerType.lastUpdatedDate"
"commonInfo.lastUpdatedBy.id.lastUpdatedDate"
"oemInfo.4.oemName"
"oemInfo.3.oemSiteId"
"oemInfo.4.oemSiteId"
"commonInfo.lastUpdatedBy.meterId.userName"
"commonInfo.lastUpdatedBy.partnerReferenceId.userName"
"assetRegistrationInfo.assetDocuments.3"
"commonInfo.lastUpdatedBy.accessNotes.role"
"commonInfo.lastUpdatedBy.accessNotes.userName"
"commonInfo.lastUpdatedBy.meterId.role"
"accessNotes"
"meterId"
"commonInfo.lastUpdatedBy.meterId.lastUpdatedDate"
"nameplateInfo.totalPvCapacity"
"companyName"
"commonInfo.lastUpdatedBy.companyName.userName"
"commonInfo.lastUpdatedBy.companyName.lastUpdatedDate"
"$metadata.$model"
"commonInfo.lastUpdatedBy.connectedInverterSN.lastUpdatedDate"
"commonInfo.lastUpdatedBy.connectedInverterSN.userName"
"connectedInverterSN"
"commonInfo.lastUpdatedBy.connectedInverterSN.role"
"commonInfo.lastUpdatedBy.expirationDate.userName"
"commonInfo.lastUpdatedBy.expirationDate.lastUpdatedDate"
"expirationDate"
"aggregatorName"
"commonInfo.lastUpdatedBy.eligibleDeviceType.lastUpdatedDate"
"commonInfo.lastUpdatedBy.aggregatorName.role"
"commonInfo.lastUpdatedBy.programType.lastUpdatedDate"
"commonInfo.lastUpdatedBy.eligibleDeviceType.role"
"eligibleDeviceType"
"programName"
"commonInfo.lastUpdatedBy.programName.role"
"programType"
"commonInfo.lastUpdatedBy.programName.userName"
"commonInfo.lastUpdatedBy.programName.lastUpdatedDate"
"commonInfo.lastUpdatedBy.programType.userName"
"commonInfo.lastUpdatedBy.expirationDate.role"
"commonInfo.lastUpdatedBy.aggregatorName.userName"
"commonInfo.lastUpdatedBy.eligibleDeviceType.userName"
"commonInfo.lastUpdatedBy.programType.role"
"commonInfo.lastUpdatedBy.aggregatorName.lastUpdatedDate"
"commonInfo.lastUpdatedBy.commonInfo.role"
"commonInfo.lastUpdatedBy.commonInfo.lastUpdatedDate"
"commonInfo.lastUpdatedBy.commonInfo.userName"
"status"
"commonInfo.lastUpdatedBy.status.userName"
"commonInfo.lastUpdatedBy.status.role"
"commonInfo.lastUpdatedBy.status.lastUpdatedDate"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.21"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.7"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.20"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.14"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.17"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.2"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.10"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.8"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.1"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.11"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.18"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.19"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.12"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.6"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.15"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.3"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.13"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.4"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.5"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.0"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.9"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.16"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.22"
"performanceGuaranteeDetails.guaranteedRefundRateSchedule.23"
"commonInfo.client"
"warrantyDetails.newRoofGuaranteePayment"
"commonInfo.lastUpdatedBy.batteryMode.lastUpdatedDate"
"batteryMode"
"commonInfo.lastUpdatedBy.batteryMode.userName"
"commonInfo.lastUpdatedBy.batteryMode.role"
"assetRegistrationInfo.siteType"
"assetRegistrationInfo.assetActivatedAtUTC"
"assetRegistrationInfo.assetAttributes.key"
"commonInfo.lastUpdatedBy.state.role"
"commonInfo.lastUpdatedBy.state.lastUpdatedDate"
"commonInfo.lastUpdatedBy.state.userName"
"commonInfo.lastUpdatedBy.stateProvince.role"
"commonInfo.lastUpdatedBy.stateProvince.lastUpdatedDate"
"commonInfo.lastUpdatedBy.stateProvince.userName"
"assetRegistrationInfo.assetDocuments.4"
"contractId"
"commonInfo.lastUpdatedBy.contractId.lastUpdatedDate"
"commonInfo.lastUpdatedBy.contractId.role"
"commonInfo.lastUpdatedBy.contractId.userName"
"assetRegistrationInfo.assetDocuments.5"
"assetRegistrationInfo.assetDocuments.6"
"commonInfo.lastUpdatedBy.accountNumber.userName"
"commonInfo.lastUpdatedBy.accountNumber.role"
"commonInfo.lastUpdatedBy.assetAttributes.userName"
"commonInfo.lastUpdatedBy.accountNumber.lastUpdatedDate"
"commonInfo.lastUpdatedBy.assetAttributes.lastUpdatedDate"
"commonInfo.lastUpdatedBy.assetAttributes.role"
"performanceGuaranteeDetails.reportingIntervalYears.25"
